"""x-waarde"",""y-waarde"",""CO2"",""CH4"",""NO2"",""NH3"""
28,22,127.77,2.15,58.97,0.04
28,23,151.81,3.66,48.46,0.03
28,24,134.42,3.9,52.17,0.03
28,25,101.65,3.43,44.73,0.04
28,26,109.14,3.01,49.6,0.03
28,27,168.99,3.42,51.8,0.04
28,28,132.63,3.4,50.51,0.03
28,29,193.02,2.94,44.19,0.03
28,30,178.4,3.32,36.45,0.04
28,31,127.63,3.91,35.37,0.04
28,32,167.9,3.72,44.54,0.03
28,33,108.96,3.64,37.93,0.03
28,34,196.16,3.43,58.29,0.03
28,35,123.82,3.94,58.9,0.03
28,36,115.68,2.43,58.72,0.02
28,37,106.1,2.4,56.32,0.04
28,38,158.6,3.13,36.23,0.04
28,39,180.99,3.87,41.78,0.02
28,40,122.57,2.31,40.38,0.02
28,41,140.2,3.2,31.27,0.03
28,42,114.44,2.39,36.66,0.03
28,43,164.7,3.38,35.02,0.03
28,44,196.36,2.28,51.22,0.03
28,45,134.84,2.92,52.84,0.03
28,46,197.65,2.75,47.64,0.04
28,47,160.44,3.13,56.25,0.02
28,48,107.88,2.92,45.54,0.04
28,49,197.86,3.82,46.8,0.03
28,50,171.25,2.27,43.52,0.03
28,51,173.61,3.33,30.62,0.03
28,52,189.22,2.85,54.65,0.03
28,53,125.94,2.48,42.09,0.03
28,54,119.1,3.14,56.85,0.03
28,55,146.94,3.63,42.21,0.04
28,56,165.35,3.65,39.99,0.03
28,57,169.93,3.95,32.64,0.03
28,58,189.24,3.73,46.87,0.04
28,59,188.42,2.02,56.5,0.02
28,60,180.17,3.18,50.54,0.04
28,61,108.18,3.11,54.85,0.04
28,62,109.39,3.89,47.12,0.03
28,63,137.01,3.18,51.46,0.03
28,64,130.94,3.19,32.31,0.02
28,65,148.46,2.84,50.93,0.02
28,66,132.59,3.53,34.01,0.02
28,67,130.97,2.05,33.67,0.03
28,68,169.15,2.77,39.91,0.03
28,69,178.04,2.17,46.71,0.03
28,70,186.54,3.94,41.43,0.03
28,71,189.81,3.78,40.94,0.03
28,72,151.82,2.23,36.39,0.03
28,73,169.7,3.2,53.47,0.02
28,74,107.92,3.88,49.45,0.03
28,75,194.04,3.53,36.22,0.03
28,76,177.05,3.85,39.99,0.03
28,77,157.17,3.88,59.6,0.03
28,78,171.88,3.43,38.18,0.03
28,79,187.37,3.97,48.99,0.04
28,80,109.7,3.36,51.91,0.03
28,81,167.8,3.17,41.69,0.04
28,82,133.61,2.4,33.99,0.02
28,83,158.29,2.8,51.55,0.04
28,84,118.33,2.69,37.68,0.04
28,85,162.49,2.74,43.03,0.02
28,86,188.87,3.2,50.64,0.03
28,87,164.14,2.12,37.12,0.03
28,88,189.08,3.41,49.03,0.02
28,89,158.81,2.51,37.55,0.03
28,90,170.66,2.19,54.25,0.03
28,91,181.47,3.65,55.14,0.03
28,92,111.43,3.02,50.72,0.03
28,93,124.85,2.08,46.88,0.02
28,94,114.71,2.81,46.73,0.04
28,95,137.72,3.22,48.78,0.03
28,96,151.52,3.3,50.23,0.02
28,97,122.77,2.56,34.54,0.03
28,98,101.27,2.52,42.06,0.02
28,99,182.41,3.91,51.53,0.04
29,0,104.97,3.04,30.18,0.03
29,1,159.14,2.22,31.21,0.02
29,2,106.49,2.05,45.14,0.03
29,3,174.25,3.75,46.39,0.02
29,4,115.76,3.78,38.26,0.03
29,5,183.51,2.18,55.09,0.04
29,6,139.47,2.27,41.09,0.03
29,7,102.92,3.13,52.93,0.03
29,8,197.9,3.63,55.72,0.04
29,9,934.61,15.73,174.89,0.11
29,10,1507.05,36.19,444.05,0.24
29,11,1507.05,36.19,444.05,0.24
29,12,1507.05,36.19,444.05,0.24
29,13,934.61,15.73,174.89,0.11
29,14,171.28,3.24,47.68,0.02
29,15,139.14,2.49,46.58,0.03
29,16,131.74,2.72,35.43,0.02
29,17,132.85,3.71,47.91,0.03
29,18,160.37,3.3,36.66,0.03
29,19,168.47,2.37,45.38,0.03
29,20,192.39,2.4,56.55,0.03
29,21,151.61,3.45,50.39,0.03
29,22,112.99,3.46,56.9,0.03
29,23,136.03,3.76,49.25,0.03
29,24,183.83,2.16,32.4,0.04
29,25,131.37,2.31,58.41,0.03
29,26,122.65,3.24,34.93,0.02
29,27,142.95,2.86,51.31,0.02
29,28,100.68,3.9,56.82,0.04
29,29,157.92,2.47,35.41,0.03
29,30,159.5,2.8,45.02,0.03
29,31,101.05,3.22,40.37,0.04
29,32,173.3,2.83,35.07,0.02
29,33,179.91,2.69,45.21,0.02
29,34,140.43,2.31,45.09,0.02
29,35,151.09,2.11,31.8,0.03
29,36,161.58,3.93,35.25,0.03
29,37,180.19,3.56,55.44,0.03
29,38,131.48,3.96,53.44,0.03
29,39,110.7,3.99,42.96,0.03
29,40,136.66,2.66,42.86,0.03
29,41,148.39,3.86,43.64,0.04
29,42,101.62,3.62,35.73,0.02
29,43,180.72,2.2,32.31,0.02
29,44,120.34,3.89,49.58,0.04
29,45,157.61,2.4,40.25,0.02
29,46,184.59,2.38,49.9,0.04
29,47,131.25,3.66,38.56,0.02
29,48,188.03,3.02,54.86,0.04
29,49,168.59,3.93,57.5,0.03
29,50,166.67,2.23,37.71,0.03
29,51,170.11,2.93,59.36,0.03
29,52,158.75,3.24,59.65,0.03
29,53,133.1,2.11,32.16,0.03
29,54,175.55,3.52,46.24,0.03
29,55,152.34,3.67,38.17,0.03
29,56,194.8,3.99,54.38,0.03
29,57,106.54,3.24,38.76,0.02
29,58,143.13,3.46,37.92,0.03
29,59,167.85,3.3,30.75,0.03
29,60,165.03,3.05,44.21,0.02
29,61,107.2,3.59,51.67,0.03
29,62,150.06,2.01,49.03,0.03
29,63,192.51,3.71,34.04,0.03
29,64,184.18,3.07,41.08,0.03
29,65,145.15,3.39,57.49,0.03
29,66,180.6,2.04,44.2,0.02
29,67,186.12,3.91,37.53,0.04
29,68,165.01,2.51,44.26,0.02
29,69,182.35,2.57,40.68,0.04
29,70,130.78,3.42,32.3,0.03
29,71,163.89,2.78,44.13,0.03
29,72,190.74,3.02,41.9,0.04
29,73,132.15,3.22,32.09,0.02
29,74,130.4,3.66,30.53,0.03
29,75,170.42,2.12,41.69,0.02
29,76,188.15,2.5,46.51,0.03
29,77,197.36,2.56,31.07,0.03
29,78,108.9,2.07,50.93,0.03
29,79,127.1,2.67,40.0,0.02
29,80,106.39,3.71,58.6,0.04
29,81,190.17,3.2,57.15,0.02
29,82,171.94,2.8,50.05,0.04
29,83,110.89,2.69,42.52,0.04
29,84,114.69,3.63,53.85,0.03
29,85,171.8,2.37,41.76,0.03
29,86,121.34,3.42,33.8,0.04
29,87,164.57,2.72,34.77,0.04
29,88,129.38,2.98,36.84,0.04
29,89,198.57,2.55,35.06,0.04
29,90,121.42,3.54,42.73,0.03
29,91,193.01,3.73,35.11,0.03
29,92,126.91,2.0,32.8,0.03
29,93,199.17,3.55,56.38,0.03
29,94,179.19,3.79,39.08,0.03
29,95,190.44,3.79,38.38,0.02
29,96,109.76,2.95,32.72,0.03
29,97,136.59,3.38,58.0,0.03
29,98,111.91,2.43,59.25,0.03
29,99,105.11,3.53,32.55,0.03
30,0,147.96,2.36,47.13,0.03
30,1,129.94,2.5,58.48,0.03
30,2,120.21,3.97,53.46,0.03
30,3,139.33,3.19,36.95,0.02
30,4,157.12,3.59,54.19,0.03
30,5,148.85,3.42,45.27,0.04
30,6,189.8,3.03,37.4,0.02
30,7,179.81,3.97,41.85,0.03
30,8,148.09,2.89,56.35,0.03
30,9,934.61,15.73,174.89,0.11
30,10,934.61,15.73,174.89,0.11
30,11,934.61,15.73,174.89,0.11
30,12,934.61,15.73,174.89,0.11
30,13,934.61,15.73,174.89,0.11
30,14,193.85,3.6,51.87,0.03
30,15,198.08,2.86,32.96,0.03
30,16,142.01,3.3,32.02,0.02
30,17,145.27,2.85,54.58,0.03
30,18,114.71,3.9,30.48,0.03
30,19,170.36,2.97,54.13,0.03
30,20,151.51,3.83,40.44,0.04
30,21,137.94,3.04,40.62,0.02
30,22,135.24,3.3,32.67,0.03
30,23,162.05,2.35,51.44,0.03
30,24,105.65,2.1,31.75,0.02
30,25,178.24,3.47,56.09,0.04
30,26,159.31,2.25,44.94,0.03
30,27,199.71,3.22,47.16,0.04
30,28,141.65,2.95,30.2,0.03
30,29,135.66,2.13,42.79,0.02
30,30,149.61,3.73,42.5,0.04
30,31,122.29,2.8,54.07,0.02
30,32,124.77,2.3,46.19,0.03
30,33,100.15,2.11,44.61,0.02
30,34,183.29,3.53,38.52,0.03
30,35,191.31,2.65,46.95,0.03
30,36,148.68,2.95,47.44,0.03
30,37,117.41,2.83,38.9,0.02
30,38,131.13,3.84,40.41,0.03
30,39,160.61,2.96,57.79,0.02
30,40,185.83,2.46,51.32,0.04
30,41,124.86,2.24,39.22,0.02
30,42,100.41,2.93,35.76,0.04
30,43,157.92,3.29,44.98,0.03
30,44,165.2,3.96,41.7,0.02
30,45,191.02,2.84,59.86,0.02
30,46,188.56,3.08,53.63,0.03
30,47,172.7,2.14,44.63,0.03
30,48,133.37,3.18,46.39,0.02
30,49,164.21,2.51,34.31,0.02
30,50,189.52,2.41,38.75,0.03
30,51,182.38,2.68,53.96,0.04
30,52,177.31,2.32,47.12,0.04
30,53,181.55,3.38,58.84,0.04
30,54,155.19,3.78,36.07,0.02
30,55,157.83,3.8,30.41,0.03
30,56,106.63,3.31,41.57,0.02
30,57,116.45,2.19,46.97,0.03
30,58,164.35,2.15,34.19,0.02
30,59,167.3,2.2,53.82,0.04
30,60,193.18,3.23,39.43,0.04
30,61,153.56,2.93,40.58,0.02
30,62,158.5,2.22,32.26,0.03
30,63,105.85,3.44,39.1,0.03
30,64,129.88,2.68,39.44,0.03
30,65,177.72,2.7,53.17,0.02
30,66,175.92,3.33,39.83,0.03
30,67,165.92,2.4,57.72,0.03
30,68,164.6,3.07,31.82,0.02
30,69,157.94,2.8,46.5,0.03
30,70,185.64,2.82,47.37,0.03
30,71,192.64,3.7,55.19,0.04
30,72,174.03,3.4,47.75,0.02
30,73,191.12,2.8,58.63,0.04
30,74,110.26,3.29,43.45,0.02
30,75,105.05,2.39,43.66,0.03
30,76,186.01,3.45,38.91,0.03
30,77,135.84,3.97,55.73,0.03
30,78,186.56,3.67,55.91,0.03
30,79,167.29,2.46,39.39,0.02
30,80,196.07,2.68,50.22,0.02
30,81,194.59,2.94,31.86,0.03
30,82,197.67,2.87,51.97,0.03
30,83,141.06,3.81,48.9,0.03
30,84,124.25,2.84,40.17,0.03
30,85,185.9,3.41,46.51,0.02
30,86,125.87,3.8,42.0,0.03
30,87,178.08,3.48,45.78,0.03
30,88,177.5,2.57,44.5,0.02
30,89,179.33,3.17,40.76,0.03
30,90,151.7,2.14,58.72,0.04
30,91,186.63,3.8,49.82,0.02
30,92,199.99,2.42,48.21,0.04
30,93,189.05,3.94,46.27,0.03
30,94,149.75,3.49,49.74,0.02
30,95,175.74,2.23,46.9,0.02
30,96,172.07,3.18,54.33,0.03
30,97,194.43,3.05,38.24,0.02
30,98,113.33,2.5,40.07,0.03
30,99,108.83,3.14,55.92,0.04
31,0,112.25,3.64,58.75,0.03
31,1,156.27,3.24,58.5,0.02
31,2,151.41,2.49,36.58,0.03
31,3,166.69,3.14,35.69,0.03
31,4,136.54,2.06,50.0,0.03
31,5,130.23,3.43,46.69,0.03
31,6,139.97,2.18,51.19,0.03
31,7,152.66,3.08,38.71,0.03
31,8,147.14,2.51,36.88,0.03
31,9,148.79,3.99,49.97,0.03
31,10,147.11,2.64,57.64,0.02
31,11,109.51,3.28,34.81,0.04
31,12,122.12,2.94,59.46,0.04
31,13,125.46,2.85,45.85,0.04
31,14,133.2,2.73,50.24,0.04
31,15,123.33,3.53,38.58,0.02
31,16,118.65,3.55,43.98,0.03
31,17,164.09,3.79,49.0,0.03
31,18,189.1,3.34,32.17,0.03
31,19,154.28,2.4,56.52,0.03
31,20,175.68,3.98,34.71,0.04
31,21,174.69,3.12,41.48,0.03
31,22,113.02,2.12,50.64,0.04
31,23,122.5,3.91,42.18,0.03
31,24,186.53,2.23,48.5,0.03
31,25,107.67,2.98,38.4,0.04
31,26,111.87,3.65,46.12,0.03
31,27,109.51,2.78,31.06,0.03
31,28,121.96,3.79,33.45,0.03
31,29,160.06,3.74,58.13,0.03
31,30,137.91,3.06,53.86,0.03
31,31,101.01,2.25,58.55,0.03
31,32,118.31,2.26,36.47,0.03
31,33,179.11,2.53,48.12,0.03
31,34,169.7,2.82,53.45,0.02
31,35,176.12,2.27,46.58,0.03
31,36,104.4,3.73,59.97,0.03
31,37,158.69,2.2,48.34,0.03
31,38,110.5,3.92,39.97,0.03
31,39,153.41,2.4,35.5,0.03
31,40,102.72,3.45,32.86,0.02
31,41,118.39,2.93,47.5,0.02
31,42,142.24,2.41,31.5,0.03
31,43,117.98,2.86,30.22,0.03
31,44,171.5,3.34,46.28,0.03
31,45,153.05,3.18,44.22,0.03
31,46,145.25,3.41,34.79,0.04
31,47,173.92,2.2,45.27,0.03
31,48,106.76,3.65,57.76,0.04
31,49,142.5,3.71,47.42,0.03
31,50,119.87,2.96,59.05,0.04
31,51,108.63,3.51,31.95,0.02
31,52,171.38,2.15,45.56,0.02
31,53,196.3,3.84,39.66,0.03
31,54,130.81,2.27,46.91,0.03
31,55,117.99,3.05,34.57,0.03
31,56,130.52,2.85,42.36,0.03
31,57,176.59,3.14,55.7,0.03
31,58,151.91,2.61,59.6,0.02
31,59,107.43,3.52,53.95,0.02
31,60,176.51,3.64,50.08,0.03
31,61,167.94,3.41,45.37,0.03
31,62,166.74,3.55,42.26,0.02
31,63,157.03,2.7,59.66,0.02
31,64,192.59,2.76,33.17,0.03
31,65,129.0,3.41,51.1,0.03
31,66,155.62,2.76,44.98,0.04
31,67,175.47,3.77,51.29,0.04
31,68,140.48,3.56,41.24,0.02
31,69,115.67,3.47,31.8,0.04
31,70,196.91,3.5,57.84,0.03
31,71,169.15,2.48,59.06,0.04
31,72,123.11,3.9,30.69,0.03
31,73,181.6,2.5,32.33,0.03
31,74,179.99,2.32,59.92,0.02
31,75,131.36,3.36,59.52,0.04
31,76,129.38,2.1,54.78,0.03
31,77,105.56,3.29,57.89,0.03
31,78,101.54,3.56,55.31,0.03
31,79,101.67,3.23,53.97,0.03
31,80,117.33,2.86,37.68,0.03
31,81,148.37,2.67,33.76,0.03
31,82,193.8,3.32,41.11,0.02
31,83,140.17,3.49,43.22,0.02
31,84,135.3,2.09,56.26,0.03
31,85,131.13,2.08,51.51,0.03
31,86,180.57,2.55,37.6,0.02
31,87,166.06,3.14,54.99,0.03
31,88,168.9,3.57,38.43,0.04
31,89,156.64,2.49,59.91,0.03
31,90,145.12,3.48,41.84,0.02
31,91,196.84,2.34,32.63,0.03
31,92,184.12,2.93,43.61,0.03
31,93,103.25,2.61,46.94,0.04
31,94,106.69,2.17,58.92,0.04
31,95,143.85,2.2,47.38,0.03
31,96,130.18,3.66,51.54,0.02
31,97,130.69,3.92,35.75,0.04
31,98,195.88,2.6,32.88,0.04
31,99,109.06,2.81,39.14,0.02
32,0,133.98,2.3,47.35,0.03
32,1,146.69,3.12,37.74,0.02
32,2,145.94,2.96,41.85,0.03
32,3,185.45,3.64,31.01,0.04
32,4,173.91,3.82,57.54,0.02
32,5,189.31,2.28,47.07,0.02
32,6,158.6,2.19,31.04,0.03
32,7,138.74,3.43,30.79,0.04
32,8,184.04,3.42,39.94,0.04
32,9,177.91,3.12,45.36,0.04
32,10,155.31,2.61,48.52,0.03
32,11,121.72,3.77,43.14,0.03
32,12,141.02,3.51,34.51,0.03
32,13,113.37,2.35,54.84,0.04
32,14,154.84,2.4,59.62,0.03
32,15,150.31,3.65,50.32,0.04
32,16,179.51,2.08,55.32,0.03
32,17,155.73,3.12,59.76,0.03
32,18,122.32,3.34,57.34,0.03
32,19,148.76,2.52,34.0,0.02
32,20,191.16,3.24,39.07,0.03
32,21,181.04,2.8,32.36,0.03
32,22,182.12,2.19,48.78,0.02
32,23,100.5,2.29,48.97,0.02
32,24,183.45,3.29,54.7,0.03
32,25,131.37,2.66,58.82,0.04
32,26,136.59,3.04,43.23,0.03
32,27,144.83,2.78,52.24,0.03
32,28,138.26,2.52,59.43,0.03
32,29,198.07,3.67,44.65,0.04
32,30,187.39,3.14,52.66,0.03
32,31,144.82,3.09,50.2,0.02
32,32,134.55,3.14,58.55,0.03
32,33,150.63,3.68,55.65,0.03
32,34,178.0,3.98,32.81,0.04
32,35,172.58,2.92,47.42,0.04
32,36,151.49,3.78,54.63,0.04
32,37,195.91,2.9,55.33,0.02
32,38,180.74,3.23,59.03,0.03
32,39,135.96,3.53,41.17,0.04
32,40,166.2,3.74,44.61,0.02
32,41,188.69,3.0,52.45,0.02
32,42,162.07,2.32,31.89,0.03
32,43,149.82,3.64,55.0,0.02
32,44,190.92,3.89,41.66,0.03
32,45,104.24,2.32,36.61,0.04
32,46,135.07,2.2,42.21,0.02
32,47,178.3,2.19,51.13,0.03
32,48,155.96,2.83,34.19,0.02
32,49,188.9,2.25,37.23,0.03
32,50,101.61,2.32,52.15,0.03
32,51,129.27,2.35,37.05,0.03
32,52,178.12,2.29,58.84,0.03
32,53,127.38,3.24,36.38,0.02
32,54,180.27,2.36,41.24,0.02
32,55,125.91,3.09,51.82,0.04
32,56,135.89,3.95,43.67,0.03
32,57,147.73,3.25,59.76,0.02
32,58,112.64,3.1,31.09,0.03
32,59,110.54,2.41,39.95,0.03
32,60,151.5,2.15,55.81,0.04
32,61,183.2,2.17,54.16,0.03
32,62,148.83,2.39,33.54,0.03
32,63,168.57,3.13,33.13,0.04
32,64,124.35,2.93,52.94,0.02
32,65,121.9,3.2,56.82,0.03
32,66,127.93,2.82,47.7,0.02
32,67,111.48,2.85,31.56,0.02
32,68,131.76,3.35,39.16,0.04
32,69,123.79,3.71,53.54,0.04
32,70,165.56,3.91,41.46,0.04
32,71,198.23,3.56,52.42,0.04
32,72,172.04,3.38,34.5,0.03
32,73,168.79,3.16,42.71,0.04
32,74,177.76,3.04,32.85,0.03
32,75,154.01,2.78,39.68,0.03
32,76,103.34,3.57,33.67,0.04
32,77,130.94,2.85,53.83,0.02
32,78,197.52,2.93,32.91,0.02
32,79,196.21,2.22,39.78,0.03
32,80,112.37,3.13,55.35,0.03
32,81,138.55,2.91,45.32,0.03
32,82,130.18,2.56,50.3,0.04
32,83,155.97,3.6,31.05,0.03
32,84,122.07,3.09,36.97,0.02
32,85,158.95,3.82,54.05,0.03
32,86,112.49,2.73,55.46,0.04
32,87,158.63,3.75,31.04,0.03
32,88,109.21,3.53,42.4,0.03
32,89,185.24,3.18,43.71,0.03
32,90,151.55,3.19,42.92,0.03
32,91,105.36,2.47,52.5,0.03
32,92,171.08,2.01,54.97,0.02
32,93,188.57,3.33,51.77,0.03
32,94,165.17,3.69,54.62,0.04
32,95,101.41,2.41,34.09,0.04
32,96,170.28,2.65,31.72,0.03
32,97,125.86,2.12,53.98,0.04
32,98,175.22,3.33,50.34,0.02
32,99,192.04,2.76,49.44,0.04
33,0,111.21,3.22,50.59,0.04
33,1,113.09,3.79,49.52,0.04
33,2,154.71,2.01,44.08,0.03
33,3,175.43,2.04,43.91,0.04
33,4,191.48,3.32,55.28,0.03
33,5,118.76,3.43,51.78,0.03
33,6,198.42,3.71,59.67,0.02
33,7,172.09,3.34,50.38,0.03
33,8,116.69,4.0,54.66,0.03
33,9,183.54,2.52,41.75,0.02
33,10,188.04,2.3,48.0,0.02
33,11,114.02,3.78,33.37,0.02
33,12,193.26,3.13,55.8,0.04
33,13,100.69,2.23,32.66,0.03
33,14,124.78,3.04,32.56,0.02
33,15,156.59,2.17,53.75,0.03
33,16,169.42,3.09,50.98,0.04
33,17,124.15,2.22,36.8,0.02
33,18,124.06,3.95,53.54,0.03
33,19,151.48,2.95,36.35,0.02
33,20,182.65,3.38,44.96,0.02
33,21,146.28,2.44,54.64,0.03
33,22,110.73,2.26,59.21,0.02
33,23,141.5,3.62,52.6,0.03
33,24,167.15,3.47,33.48,0.04
33,25,108.19,3.89,43.03,0.02
33,26,172.8,3.11,41.11,0.02
33,27,194.43,3.71,57.43,0.03
33,28,147.78,2.62,55.72,0.02
33,29,122.24,2.13,37.0,0.03
33,30,174.1,3.5,40.77,0.04
33,31,109.56,3.99,37.79,0.04
33,32,100.11,3.81,57.11,0.04
33,33,169.52,3.54,46.26,0.04
33,34,166.26,2.35,35.88,0.02
33,35,196.08,2.85,54.42,0.03
33,36,135.66,2.7,56.83,0.03
33,37,104.61,2.4,57.96,0.03
33,38,102.53,2.79,47.32,0.04
33,39,171.38,2.18,58.19,0.04
33,40,106.03,3.38,36.48,0.04
33,41,173.06,2.61,48.04,0.04
33,42,153.32,3.67,55.8,0.04
33,43,170.41,3.5,33.03,0.04
33,44,135.79,3.9,31.07,0.03
33,45,186.28,2.84,49.05,0.03
33,46,176.16,2.18,32.71,0.02
33,47,165.28,3.09,56.58,0.04
33,48,159.98,2.07,33.79,0.03
33,49,129.62,2.72,36.25,0.04
33,50,161.24,3.15,40.69,0.02
33,51,128.55,2.26,44.75,0.03
33,52,109.99,2.48,56.41,0.04
33,53,192.81,3.06,49.56,0.03
33,54,156.29,3.5,46.54,0.03
33,55,156.17,2.71,45.97,0.04
33,56,189.66,3.16,38.91,0.04
33,57,160.06,3.02,42.3,0.03
33,58,104.86,2.8,56.28,0.02
33,59,146.29,3.03,45.04,0.03
33,60,124.26,2.99,56.57,0.02
33,61,133.5,3.95,31.69,0.04
33,62,160.57,3.52,48.18,0.03
33,63,192.39,3.1,43.56,0.04
33,64,125.1,2.48,41.09,0.02
33,65,136.43,3.4,52.92,0.03
33,66,124.84,2.39,49.27,0.03
33,67,158.49,2.52,30.58,0.03
33,68,119.97,2.31,34.07,0.02
33,69,113.51,3.18,50.39,0.02
33,70,121.25,2.42,38.23,0.02
33,71,106.51,2.95,49.75,0.04
33,72,120.01,3.28,44.26,0.03
33,73,172.93,3.62,56.29,0.04
33,74,192.83,2.17,33.84,0.04
33,75,168.08,3.48,33.12,0.04
33,76,174.2,3.31,57.12,0.02
33,77,179.66,3.02,55.31,0.02
33,78,148.16,2.65,49.95,0.03
33,79,194.25,2.54,30.58,0.04
33,80,158.76,3.89,47.82,0.03
33,81,173.87,2.26,42.06,0.02
33,82,145.16,2.76,59.71,0.04
33,83,138.89,3.44,53.94,0.02
33,84,156.14,3.11,34.23,0.02
33,85,154.55,3.18,40.35,0.03
33,86,114.62,3.59,55.76,0.04
33,87,146.22,3.58,37.1,0.03
33,88,176.21,3.44,52.73,0.03
33,89,183.01,2.76,56.4,0.03
33,90,144.97,3.62,56.61,0.03
33,91,143.96,2.72,40.42,0.03
33,92,184.54,2.45,39.42,0.03
33,93,124.81,3.14,56.37,0.03
33,94,117.94,3.49,33.02,0.04
33,95,150.4,2.96,42.65,0.03
33,96,101.35,3.21,53.58,0.03
33,97,180.41,2.56,35.23,0.04
33,98,136.95,3.9,37.43,0.04
33,99,157.01,3.48,37.22,0.03
34,0,190.75,3.6,39.53,0.03
34,1,189.69,3.55,39.48,0.03
34,2,101.46,2.03,35.33,0.04
34,3,110.6,2.03,48.51,0.03
34,4,128.98,3.5,30.33,0.04
34,5,192.72,3.74,33.35,0.03
34,6,130.54,3.23,49.1,0.03
34,7,191.03,3.03,44.57,0.03
34,8,197.58,3.38,34.76,0.03
34,9,179.7,2.45,46.55,0.03
34,10,129.21,3.33,47.92,0.03
34,11,118.24,3.07,49.07,0.03
34,12,114.15,2.52,38.33,0.04
34,13,180.87,3.69,55.92,0.03
34,14,162.58,2.64,41.77,0.02
34,15,130.97,2.2,55.38,0.02
34,16,123.72,2.75,59.68,0.03
34,17,161.69,3.79,38.63,0.03
34,18,126.68,3.48,59.74,0.03
34,19,153.2,2.23,34.24,0.03
34,20,179.78,2.37,39.88,0.02
34,21,110.14,3.14,43.28,0.02
34,22,129.16,2.79,50.92,0.04
34,23,137.12,3.17,53.71,0.04
34,24,124.48,2.41,30.9,0.03
34,25,114.78,2.77,58.53,0.02
34,26,137.27,3.4,40.99,0.02
34,27,114.97,2.31,39.17,0.03
34,28,183.81,3.85,59.5,0.04
34,29,180.13,2.25,39.78,0.03
34,30,120.72,3.16,48.14,0.03
34,31,192.1,3.43,36.32,0.02
34,32,172.87,2.05,59.75,0.04
34,33,194.83,2.9,58.44,0.04
34,34,148.55,3.56,59.29,0.02
34,35,121.61,2.17,31.2,0.04
34,36,127.0,3.88,31.93,0.03
34,37,196.76,2.08,41.06,0.04
34,38,116.06,3.46,42.01,0.04
34,39,131.15,2.01,39.8,0.04
34,40,151.8,3.15,59.05,0.02
34,41,172.65,2.78,46.88,0.02
34,42,162.69,2.73,34.18,0.04
34,43,147.14,2.52,55.99,0.03
34,44,162.55,2.66,55.53,0.02
34,45,172.38,3.89,30.31,0.03
34,46,194.79,2.51,50.01,0.03
34,47,131.19,3.31,40.68,0.02
34,48,130.01,2.61,32.06,0.04
34,49,144.62,2.72,32.03,0.03
34,50,138.37,2.63,38.05,0.03
34,51,139.6,2.75,33.09,0.02
34,52,128.11,3.78,38.44,0.02
34,53,191.27,2.27,57.73,0.04
34,54,114.32,3.2,59.98,0.04
34,55,176.72,3.98,51.43,0.03
34,56,142.74,3.2,45.53,0.03
34,57,184.99,3.59,56.34,0.02
34,58,181.53,3.47,43.99,0.03
34,59,129.31,3.72,37.46,0.04
34,60,153.29,3.06,39.09,0.02
34,61,172.73,2.51,31.75,0.03
34,62,103.07,2.21,46.48,0.03
34,63,198.0,2.6,48.73,0.02
34,64,100.66,2.26,44.72,0.02
34,65,137.75,3.45,47.04,0.03
34,66,193.82,2.93,37.59,0.02
34,67,198.21,2.96,30.4,0.03
34,68,115.4,3.57,32.72,0.02
34,69,186.52,2.89,49.0,0.03
34,70,117.54,3.34,52.15,0.02
34,71,183.24,3.53,54.95,0.03
34,72,148.79,2.6,52.96,0.03
34,73,182.14,2.97,30.02,0.02
34,74,190.99,3.12,47.3,0.03
34,75,181.85,3.69,33.61,0.04
34,76,154.55,3.17,55.16,0.02
34,77,136.11,3.74,54.74,0.02
34,78,180.25,3.57,39.36,0.03
34,79,117.32,2.32,50.94,0.02
34,80,190.91,2.3,30.03,0.02
34,81,144.7,3.54,36.75,0.02
34,82,118.76,2.5,39.25,0.03
34,83,199.15,2.01,50.15,0.04
34,84,104.47,2.5,32.35,0.03
34,85,132.47,2.86,35.26,0.02
34,86,111.72,2.67,49.84,0.02
34,87,195.11,2.8,34.75,0.03
34,88,119.74,2.62,43.38,0.02
34,89,186.98,3.07,33.27,0.02
34,90,121.93,3.23,33.78,0.03
34,91,105.77,2.62,45.32,0.03
34,92,132.18,2.45,48.67,0.02
34,93,148.98,2.62,56.04,0.03
34,94,133.13,2.01,34.21,0.03
34,95,131.32,2.12,53.0,0.03
34,96,103.84,2.67,38.55,0.02
34,97,172.81,3.39,52.84,0.03
34,98,132.56,3.42,55.06,0.03
34,99,115.98,2.13,37.52,0.02
35,0,144.27,3.32,50.65,0.03
35,1,185.04,2.93,48.01,0.04
35,2,188.17,2.31,38.07,0.04
35,3,173.36,3.08,56.96,0.03
35,4,194.14,3.18,45.49,0.02
35,5,141.42,3.61,58.42,0.03
35,6,187.7,2.04,38.3,0.04
35,7,111.16,2.6,51.28,0.02
35,8,148.52,2.3,34.96,0.04
35,9,127.55,3.36,57.76,0.04
35,10,157.64,3.24,32.54,0.03
35,11,114.79,3.03,54.86,0.02
35,12,153.7,2.96,38.62,0.03
35,13,138.18,3.94,32.46,0.04
35,14,172.66,2.88,47.05,0.03
35,15,100.63,3.48,36.25,0.03
35,16,116.66,4.0,37.4,0.02
35,17,117.85,3.62,34.12,0.03
35,18,168.37,3.56,30.2,0.04
