x-waarde,y-waarde,CO2,CH4,NO2,NH3,tot_uitstoot,omgevingsuitstoot,Code,Naam,Straat,Huisnr,Postcd,Plaats,Xwaarde,Ywaarde,Maxuitst,Beruitst,Boete,Controle,Freq,Ctpers,_merge
12,17,170.28,2.48,56.74,0.04,555.98,0.0,,,,,,,,,,,,,,,left_only
12,18,176.15,3.24,37.04,0.03,472.34999999999997,0.0,,,,,,,,,,,,,,,left_only
12,19,158.45,2.02,35.52,0.02,406.55,0.0,,,,,,,,,,,,,,,left_only
12,20,572.57,10.95,230.23,0.15,2147.47,536.8675,,,,,,,,,,,,,,,left_only
12,21,572.57,10.95,230.23,0.15,2147.47,536.8675,,,,,,,,,,,,,,,left_only
12,22,572.57,10.95,230.23,0.15,2147.47,536.8675,,,,,,,,,,,,,,,left_only
12,23,572.57,10.95,230.23,0.15,2147.47,536.8675,,,,,,,,,,,,,,,left_only
12,24,572.57,10.95,230.23,0.15,2147.47,536.8675,,,,,,,,,,,,,,,left_only
12,25,135.49,2.21,45.81,0.02,439.79,0.0,,,,,,,,,,,,,,,left_only
12,26,194.87,2.02,59.58,0.04,583.27,0.0,,,,,,,,,,,,,,,left_only
12,27,157.62,2.71,49.44,0.02,492.57,0.0,,,,,,,,,,,,,,,left_only
12,28,164.16,3.76,57.0,0.02,563.16,0.0,,,,,,,,,,,,,,,left_only
12,29,154.68,3.56,54.24,0.04,554.88,0.0,,,,,,,,,,,,,,,left_only
12,30,175.01,3.36,53.93,0.02,548.66,0.0,,,,,,,,,,,,,,,left_only
12,31,193.78,3.09,57.24,0.03,587.23,0.0,,,,,,,,,,,,,,,left_only
12,32,150.58,2.3,34.28,0.02,399.48,0.0,,,,,,,,,,,,,,,left_only
12,33,192.95,2.73,30.74,0.02,434.9,0.0,,,,,,,,,,,,,,,left_only
12,34,161.06,3.78,43.67,0.02,493.91,0.0,,,,,,,,,,,,,,,left_only
12,35,148.85,2.98,53.82,0.03,522.45,0.0,,,,,,,,,,,,,,,left_only
12,36,172.13,3.29,59.03,0.03,579.53,0.0,,,,,,,,,,,,,,,left_only
12,37,108.52,3.29,53.68,0.04,499.16999999999996,0.0,,,,,,,,,,,,,,,left_only
12,38,134.29,2.25,31.69,0.04,388.99,0.0,,,,,,,,,,,,,,,left_only
12,39,196.67,2.54,36.26,0.04,481.4699999999999,0.0,,,,,,,,,,,,,,,left_only
12,40,118.72,3.69,55.09,0.02,506.4200000000001,0.0,,,,,,,,,,,,,,,left_only
12,41,152.99,3.16,44.37,0.04,493.84000000000003,0.0,,,,,,,,,,,,,,,left_only
12,42,141.6,3.2,45.33,0.02,468.25,0.0,,,,,,,,,,,,,,,left_only
12,43,150.23,2.96,44.46,0.03,476.53,0.0,,,,,,,,,,,,,,,left_only
12,44,168.41,2.01,36.67,0.04,442.01,0.0,,,,,,,,,,,,,,,left_only
12,45,180.97,3.62,53.81,0.04,580.52,0.0,,,,,,,,,,,,,,,left_only
12,46,199.87,2.47,59.47,0.02,578.97,0.0,,,,,,,,,,,,,,,left_only
12,47,159.24,3.03,44.91,0.03,489.53999999999996,0.0,,,,,,,,,,,,,,,left_only
12,48,165.42,2.61,37.36,0.03,447.47,0.0,,,,,,,,,,,,,,,left_only
12,49,180.81,2.58,38.75,0.04,479.06,0.0,,,,,,,,,,,,,,,left_only
12,50,149.79,2.36,39.7,0.03,437.28999999999996,0.0,,,,,,,,,,,,,,,left_only
12,51,149.22,2.6,55.44,0.02,511.41999999999996,0.0,,,,,,,,,,,,,,,left_only
12,52,137.46,3.44,31.64,0.04,421.65999999999997,0.0,,,,,,,,,,,,,,,left_only
12,53,173.76,2.56,36.44,0.03,449.96,0.0,,,,,,,,,,,,,,,left_only
12,54,191.41,2.95,58.75,0.03,588.91,0.0,,,,,,,,,,,,,,,left_only
12,55,128.24,2.42,38.71,0.04,422.29,0.0,,,,,,,,,,,,,,,left_only
12,56,102.04,3.1,32.07,0.03,369.89,0.0,,,,,,,,,,,,,,,left_only
12,57,157.47,2.56,33.95,0.04,431.22,0.0,,,,,,,,,,,,,,,left_only
12,58,182.17,2.13,50.04,0.03,515.62,0.0,,,,,,,,,,,,,,,left_only
12,59,191.08,3.22,33.31,0.02,458.13000000000005,0.0,,,,,,,,,,,,,,,left_only
12,60,147.45,3.51,52.54,0.04,537.9,0.0,,,,,,,,,,,,,,,left_only
12,61,121.39,3.87,30.14,0.03,398.84,0.0,,,,,,,,,,,,,,,left_only
12,62,173.73,3.51,57.32,0.04,588.08,0.0,,,,,,,,,,,,,,,left_only
12,63,115.57,3.21,51.04,0.02,471.02,0.0,,,,,,,,,,,,,,,left_only
12,64,107.84,2.15,39.63,0.04,399.74,0.0,,,,,,,,,,,,,,,left_only
12,65,109.79,3.81,46.02,0.03,465.14000000000004,0.0,,,,,,,,,,,,,,,left_only
12,66,157.03,3.19,42.28,0.02,468.18,0.0,,,,,,,,,,,,,,,left_only
12,67,103.96,3.91,48.71,0.04,485.26,0.0,,,,,,,,,,,,,,,left_only
12,68,150.02,3.67,51.56,0.03,529.57,0.0,,,,,,,,,,,,,,,left_only
12,69,138.88,2.05,54.47,0.03,492.48,0.0,,,,,,,,,,,,,,,left_only
12,70,109.01,3.19,32.26,0.03,380.05999999999995,0.0,,,,,,,,,,,,,,,left_only
12,71,180.85,3.52,45.7,0.02,517.35,0.0,,,,,,,,,,,,,,,left_only
12,72,135.89,2.17,40.94,0.02,414.84,0.0,,,,,,,,,,,,,,,left_only
12,73,142.97,3.77,59.37,0.02,554.0699999999999,0.0,,,,,,,,,,,,,,,left_only
12,74,161.37,2.37,59.92,0.03,550.22,0.0,,,,,,,,,,,,,,,left_only
12,75,101.17,3.62,58.64,0.02,504.87,0.0,,,,,,,,,,,,,,,left_only
12,76,189.13,2.13,34.55,0.03,445.13,0.0,,,,,,,,,,,,,,,left_only
12,77,111.7,2.97,45.09,0.03,441.4,0.0,,,,,,,,,,,,,,,left_only
12,78,166.02,2.79,48.34,0.03,507.47,0.0,,,,,,,,,,,,,,,left_only
12,79,137.42,3.69,58.86,0.03,553.97,0.0,,,,,,,,,,,,,,,left_only
12,80,130.24,3.32,41.66,0.04,461.53999999999996,0.0,,,,,,,,,,,,,,,left_only
12,81,133.17,3.89,56.31,0.04,551.97,0.0,,,,,,,,,,,,,,,left_only
12,82,138.42,3.74,40.43,0.03,464.07,0.0,,,,,,,,,,,,,,,left_only
12,83,164.0,3.12,57.78,0.04,570.9,0.0,,,,,,,,,,,,,,,left_only
12,84,189.91,3.74,37.24,0.02,489.61,0.0,,,,,,,,,,,,,,,left_only
12,85,100.03,3.12,46.28,0.04,449.43,0.0,,,,,,,,,,,,,,,left_only
12,86,198.73,2.63,39.98,0.03,494.38,0.0,,,,,,,,,,,,,,,left_only
12,87,168.6,3.17,50.25,0.04,539.1,0.0,,,,,,,,,,,,,,,left_only
12,88,591.46,11.75,244.15,0.13,2235.96,0.0,,,,,,,,,,,,,,,left_only
12,89,591.46,11.75,244.15,0.13,2235.96,0.0,,,,,,,,,,,,,,,left_only
12,90,591.46,11.75,244.15,0.13,2235.96,0.0,,,,,,,,,,,,,,,left_only
12,91,591.46,11.75,244.15,0.13,2235.96,0.0,,,,,,,,,,,,,,,left_only
12,92,591.46,11.75,244.15,0.13,2235.96,0.0,,,,,,,,,,,,,,,left_only
12,93,146.5,2.93,47.75,0.03,488.5,0.0,,,,,,,,,,,,,,,left_only
12,94,112.31,2.37,32.33,0.02,353.21,0.0,,,,,,,,,,,,,,,left_only
12,95,199.64,3.54,39.35,0.03,514.89,0.0,,,,,,,,,,,,,,,left_only
12,96,185.61,2.63,34.25,0.03,452.61,0.0,,,,,,,,,,,,,,,left_only
12,97,101.57,3.39,50.36,0.02,458.12,0.0,,,,,,,,,,,,,,,left_only
12,98,109.16,2.42,49.07,0.03,445.01,0.0,,,,,,,,,,,,,,,left_only
12,99,144.16,2.68,35.29,0.03,417.61,0.0,,,,,,,,,,,,,,,left_only
13,0,187.1,3.14,36.94,0.03,480.3,0.0,,,,,,,,,,,,,,,left_only
13,1,173.38,3.23,50.8,0.02,528.13,0.0,,,,,,,,,,,,,,,left_only
13,2,189.49,2.72,45.89,0.03,516.94,0.0,,,,,,,,,,,,,,,left_only
13,3,193.58,3.26,55.59,0.03,583.0300000000001,0.0,,,,,,,,,,,,,,,left_only
13,4,198.24,3.81,54.31,0.03,595.04,0.0,,,,,,,,,,,,,,,left_only
13,5,140.58,4.0,47.2,0.03,506.58000000000004,0.0,,,,,,,,,,,,,,,left_only
13,6,173.17,2.9,34.6,0.03,448.66999999999996,0.0,,,,,,,,,,,,,,,left_only
13,7,126.76,2.26,47.01,0.02,438.30999999999995,0.0,,,,,,,,,,,,,,,left_only
13,8,180.82,3.07,42.36,0.02,489.37,0.0,,,,,,,,,,,,,,,left_only
13,9,146.53,3.12,38.21,0.03,445.58000000000004,0.0,,,,,,,,,,,,,,,left_only
13,10,110.46,2.56,59.39,0.02,491.40999999999997,0.0,,,,,,,,,,,,,,,left_only
13,11,166.03,3.81,45.2,0.04,527.28,0.0,,,,,,,,,,,,,,,left_only
13,12,118.25,3.47,51.28,0.03,491.4,0.0,,,,,,,,,,,,,,,left_only
13,13,151.9,3.85,56.2,0.04,569.15,0.0,,,,,,,,,,,,,,,left_only
13,14,112.83,2.7,33.78,0.03,379.23,0.0,,,,,,,,,,,,,,,left_only
13,15,120.87,2.77,35.6,0.03,398.12,0.0,,,,,,,,,,,,,,,left_only
13,16,199.15,2.21,43.91,0.03,503.95,0.0,,,,,,,,,,,,,,,left_only
13,17,149.39,3.37,59.23,0.03,559.79,0.0,,,,,,,,,,,,,,,left_only
13,18,107.6,3.11,43.94,0.03,435.04999999999995,0.0,,,,,,,,,,,,,,,left_only
13,19,163.88,2.4,53.43,0.03,521.03,0.0,,,,,,,,,,,,,,,left_only
13,20,572.57,10.95,230.23,0.15,2147.47,536.8675,,,,,,,,,,,,,,,left_only
13,21,1646.83,21.06,479.63,0.37,4941.48,2470.74,,,,,,,,,,,,,,,left_only
13,22,1646.83,21.06,479.63,0.37,4941.48,2470.74,,,,,,,,,,,,,,,left_only
13,23,1646.83,21.06,479.63,0.37,4941.48,2470.74,,,,,,,,,,,,,,,left_only
13,24,572.57,10.95,230.23,0.15,2147.47,536.8675,,,,,,,,,,,,,,,left_only
13,25,110.74,2.84,47.09,0.03,447.19000000000005,0.0,,,,,,,,,,,,,,,left_only
13,26,120.85,2.77,52.74,0.04,493.79999999999995,0.0,,,,,,,,,,,,,,,left_only
13,27,140.03,2.97,32.09,0.03,404.73,0.0,,,,,,,,,,,,,,,left_only
13,28,177.37,3.71,40.56,0.03,502.92,0.0,,,,,,,,,,,,,,,left_only
13,29,160.93,2.91,44.14,0.02,474.38,0.0,,,,,,,,,,,,,,,left_only
13,30,119.72,2.94,57.92,0.03,512.82,0.0,,,,,,,,,,,,,,,left_only
13,31,107.5,3.67,45.73,0.02,447.9,0.0,,,,,,,,,,,,,,,left_only
13,32,110.0,3.52,58.05,0.04,528.25,0.0,,,,,,,,,,,,,,,left_only
13,33,121.52,2.32,31.18,0.03,365.41999999999996,0.0,,,,,,,,,,,,,,,left_only
13,34,101.13,2.16,34.32,0.04,366.73,0.0,,,,,,,,,,,,,,,left_only
13,35,110.65,3.31,48.94,0.03,468.1,0.0,,,,,,,,,,,,,,,left_only
13,36,199.12,2.15,30.33,0.03,434.52,0.0,,,,,,,,,,,,,,,left_only
13,37,191.07,3.48,33.47,0.02,465.41999999999996,0.0,,,,,,,,,,,,,,,left_only
13,38,137.25,3.71,38.83,0.04,464.15,0.0,,,,,,,,,,,,,,,left_only
13,39,148.1,3.64,40.31,0.03,470.65,0.0,,,,,,,,,,,,,,,left_only
13,40,106.38,3.25,40.71,0.04,431.18,0.0,,,,,,,,,,,,,,,left_only
13,41,158.94,2.7,49.67,0.03,504.79,0.0,,,,,,,,,,,,,,,left_only
13,42,123.53,3.46,39.53,0.03,437.68,0.0,,,,,,,,,,,,,,,left_only
13,43,148.2,3.97,50.55,0.04,540.2,0.0,,,,,,,,,,,,,,,left_only
13,44,119.92,2.18,34.65,0.03,377.67,0.0,,,,,,,,,,,,,,,left_only
13,45,124.96,3.76,56.55,0.03,531.71,0.0,,,,,,,,,,,,,,,left_only
13,46,144.82,2.35,40.35,0.03,435.32,0.0,,,,,,,,,,,,,,,left_only
13,47,144.58,2.19,55.1,0.03,504.83000000000004,0.0,,,,,,,,,,,,,,,left_only
13,48,197.72,3.38,41.15,0.03,517.97,0.0,,,,,,,,,,,,,,,left_only
13,49,141.46,3.37,50.65,0.03,508.96000000000004,0.0,,,,,,,,,,,,,,,left_only
13,50,151.96,3.62,30.22,0.02,413.56,0.0,,,,,,,,,,,,,,,left_only
13,51,158.58,3.17,41.11,0.03,473.38,0.0,,,,,,,,,,,,,,,left_only
13,52,158.38,2.7,53.64,0.03,524.0799999999999,0.0,,,,,,,,,,,,,,,left_only
13,53,198.51,2.19,51.87,0.02,532.6099999999999,0.0,,,,,,,,,,,,,,,left_only
13,54,169.66,2.39,52.32,0.03,521.01,0.0,,,,,,,,,,,,,,,left_only
13,55,153.38,2.7,52.45,0.04,523.13,0.0,,,,,,,,,,,,,,,left_only
13,56,135.44,2.16,45.35,0.03,446.19,0.0,,,,,,,,,,,,,,,left_only
13,57,153.6,2.14,33.76,0.03,405.9,0.0,,,,,,,,,,,,,,,left_only
13,58,125.79,3.62,57.27,0.02,522.6400000000001,0.0,,,,,,,,,,,,,,,left_only
13,59,145.14,2.87,31.13,0.03,402.53999999999996,0.0,,,,,,,,,,,,,,,left_only
13,60,198.67,2.77,56.11,0.03,578.47,0.0,,,,,,,,,,,,,,,left_only
13,61,129.38,2.03,51.12,0.03,465.73,0.0,,,,,,,,,,,,,,,left_only
13,62,101.46,3.59,39.74,0.03,419.90999999999997,0.0,,,,,,,,,,,,,,,left_only
13,63,169.83,3.69,43.75,0.04,520.83,0.0,,,,,,,,,,,,,,,left_only
13,64,195.93,3.04,31.67,0.02,450.28000000000003,0.0,,,,,,,,,,,,,,,left_only
13,65,193.29,3.02,45.77,0.02,517.64,0.0,,,,,,,,,,,,,,,left_only
13,66,160.03,2.78,59.27,0.03,555.88,0.0,,,,,,,,,,,,,,,left_only
13,67,116.06,3.73,49.08,0.04,494.71,0.0,,,,,,,,,,,,,,,left_only
13,68,194.59,3.47,43.69,0.02,519.79,0.0,,,,,,,,,,,,,,,left_only
13,69,141.74,3.18,43.53,0.03,468.89,0.0,,,,,,,,,,,,,,,left_only
13,70,157.0,2.32,36.39,0.04,436.95,0.0,,,,,,,,,,,,,,,left_only
13,71,116.93,2.57,32.49,0.02,363.63,0.0,,,,,,,,,,,,,,,left_only
13,72,182.43,3.48,44.79,0.03,523.38,0.0,,,,,,,,,,,,,,,left_only
13,73,103.91,3.09,56.84,0.03,495.36,0.0,,,,,,,,,,,,,,,left_only
13,74,146.21,2.45,34.08,0.04,417.86,0.0,,,,,,,,,,,,,,,left_only
13,75,199.76,3.5,32.93,0.04,491.90999999999997,0.0,,,,,,,,,,,,,,,left_only
13,76,153.6,2.8,51.87,0.02,502.94999999999993,0.0,,,,,,,,,,,,,,,left_only
13,77,129.37,2.64,40.86,0.04,439.67,0.0,,,,,,,,,,,,,,,left_only
13,78,120.51,3.62,55.81,0.02,510.06,0.0,,,,,,,,,,,,,,,left_only
13,79,115.59,2.45,57.61,0.03,494.89,0.0,,,,,,,,,,,,,,,left_only
13,80,145.53,3.19,40.56,0.03,458.08000000000004,0.0,,,,,,,,,,,,,,,left_only
13,81,130.81,2.01,39.33,0.04,417.71,0.0,,,,,,,,,,,,,,,left_only
13,82,192.71,2.09,36.1,0.03,455.46000000000004,0.0,,,,,,,,,,,,,,,left_only
13,83,197.88,3.95,41.17,0.04,542.48,0.0,,,,,,,,,,,,,,,left_only
13,84,136.84,2.65,42.14,0.03,443.78999999999996,0.0,,,,,,,,,,,,,,,left_only
13,85,166.87,2.16,34.16,0.02,411.66999999999996,0.0,,,,,,,,,,,,,,,left_only
13,86,198.17,3.57,50.82,0.04,581.52,0.0,,,,,,,,,,,,,,,left_only
13,87,170.18,3.54,36.21,0.02,459.73,0.0,,,,,,,,,,,,,,,left_only
13,88,144.57,2.64,58.83,0.02,524.72,0.0,,,,,,,,,,,,,,,left_only
13,89,182.7,2.34,45.39,0.03,498.15,0.0,,,,,,,,,,,,,,,left_only
13,90,150.11,2.46,40.83,0.02,435.76,0.0,,,,,,,,,,,,,,,left_only
13,91,167.55,3.45,48.48,0.02,516.2,0.0,,,,,,,,,,,,,,,left_only
13,92,195.77,3.14,59.98,0.04,614.17,0.0,,,,,,,,,,,,,,,left_only
13,93,152.3,3.31,38.67,0.03,458.40000000000003,0.0,,,,,,,,,,,,,,,left_only
13,94,194.01,2.88,35.89,0.03,475.46,0.0,,,,,,,,,,,,,,,left_only
13,95,115.12,2.44,50.11,0.03,456.67,0.0,,,,,,,,,,,,,,,left_only
13,96,185.39,3.71,39.21,0.02,494.19,0.0,,,,,,,,,,,,,,,left_only
13,97,104.31,3.97,44.69,0.03,457.01,0.0,,,,,,,,,,,,,,,left_only
13,98,123.98,3.28,55.04,0.02,501.18,0.0,,,,,,,,,,,,,,,left_only
13,99,100.75,2.57,43.5,0.02,402.5,0.0,,,,,,,,,,,,,,,left_only
14,0,183.29,3.0,43.93,0.04,517.9399999999999,0.0,,,,,,,,,,,,,,,left_only
14,1,134.81,3.99,55.79,0.03,543.51,0.0,,,,,,,,,,,,,,,left_only
14,2,148.79,2.63,37.84,0.03,433.74,0.0,,,,,,,,,,,,,,,left_only
14,3,112.02,3.89,49.96,0.02,479.07,0.0,,,,,,,,,,,,,,,left_only
14,4,142.19,2.98,38.74,0.02,430.39,0.0,,,,,,,,,,,,,,,left_only
14,5,194.45,2.95,56.61,0.02,571.25,0.0,,,,,,,,,,,,,,,left_only
14,6,136.38,3.82,37.81,0.03,450.93,0.0,,,,,,,,,,,,,,,left_only
14,7,179.66,3.93,54.69,0.03,581.3599999999999,0.0,,,,,,,,,,,,,,,left_only
14,8,172.62,2.75,46.6,0.03,504.37,0.0,,,,,,,,,,,,,,,left_only
14,9,178.55,3.11,52.64,0.03,549.5,0.0,,,,,,,,,,,,,,,left_only
14,10,152.01,2.61,58.18,0.03,538.16,0.0,,,,,,,,,,,,,,,left_only
14,11,140.57,2.94,41.27,0.02,440.42,0.0,,,,,,,,,,,,,,,left_only
14,12,169.26,3.46,38.25,0.03,477.01,0.0,,,,,,,,,,,,,,,left_only
14,13,132.16,3.35,51.2,0.04,511.90999999999997,0.0,,,,,,,,,,,,,,,left_only
14,14,177.58,3.76,47.87,0.03,540.9300000000001,0.0,,,,,,,,,,,,,,,left_only
14,15,141.43,3.39,30.03,0.02,396.33000000000004,0.0,,,,,,,,,,,,,,,left_only
14,16,199.15,2.46,39.28,0.02,477.04999999999995,0.0,,,,,,,,,,,,,,,left_only
14,17,120.75,2.24,33.07,0.04,382.1,0.0,,,,,,,,,,,,,,,left_only
14,18,126.27,2.96,56.19,0.03,511.21999999999997,0.0,,,,,,,,,,,,,,,left_only
14,19,194.53,3.06,53.82,0.03,570.13,0.0,,,,,,,,,,,,,,,left_only
14,20,572.57,10.95,230.23,0.15,2147.47,536.8675,,,,,,,,,,,,,,,left_only
14,21,1646.83,21.06,479.63,0.37,4941.48,2470.74,,,,,,,,,,,,,,,left_only
14,22,2223.69,64.06,938.48,0.49,9007.59,9007.59,0002,ASML,High Tech Campus,44,5656AE,Eindhoven,14.0,22.0,100000.0,,,n,,,both
14,23,1646.83,21.06,479.63,0.37,4941.48,2470.74,,,,,,,,,,,,,,,left_only
14,24,572.57,10.95,230.23,0.15,2147.47,536.8675,,,,,,,,,,,,,,,left_only
14,25,121.59,2.21,40.05,0.03,407.09000000000003,0.0,,,,,,,,,,,,,,,left_only
14,26,140.73,2.21,59.97,0.03,525.83,0.0,,,,,,,,,,,,,,,left_only
14,27,133.73,2.14,48.39,0.03,459.17999999999995,0.0,,,,,,,,,,,,,,,left_only
14,28,188.56,3.62,37.26,0.02,485.36,0.0,,,,,,,,,,,,,,,left_only
14,29,133.65,2.91,44.48,0.03,458.79999999999995,0.0,,,,,,,,,,,,,,,left_only
14,30,189.65,2.81,52.57,0.03,552.75,0.0,,,,,,,,,,,,,,,left_only
14,31,168.25,3.19,58.49,0.02,560.45,0.0,,,,,,,,,,,,,,,left_only
14,32,119.66,2.91,55.29,0.03,498.86,0.0,,,,,,,,,,,,,,,left_only
14,33,127.54,2.55,50.26,0.03,472.59,0.0,,,,,,,,,,,,,,,left_only
14,34,126.05,3.82,48.43,0.03,493.70000000000005,0.0,,,,,,,,,,,,,,,left_only
14,35,129.4,2.49,52.99,0.03,486.6,0.0,,,,,,,,,,,,,,,left_only
14,36,191.6,2.59,35.59,0.03,464.30000000000007,0.0,,,,,,,,,,,,,,,left_only
14,37,124.79,2.54,49.37,0.03,465.14,0.0,,,,,,,,,,,,,,,left_only
14,38,191.58,3.62,35.47,0.02,479.43000000000006,0.0,,,,,,,,,,,,,,,left_only
14,39,172.34,2.62,42.03,0.03,477.99,0.0,,,,,,,,,,,,,,,left_only
14,40,121.41,2.67,43.09,0.04,443.61,0.0,,,,,,,,,,,,,,,left_only
14,41,142.7,2.63,42.66,0.04,461.75,0.0,,,,,,,,,,,,,,,left_only
14,42,127.09,3.8,31.91,0.03,411.64,0.0,,,,,,,,,,,,,,,left_only
14,43,103.39,2.15,31.31,0.03,343.68999999999994,0.0,,,,,,,,,,,,,,,left_only
14,44,145.36,3.16,33.9,0.03,423.86,0.0,,,,,,,,,,,,,,,left_only
14,45,123.39,3.45,38.63,0.03,432.78999999999996,0.0,,,,,,,,,,,,,,,left_only
14,46,164.39,3.09,51.81,0.02,520.69,0.0,,,,,,,,,,,,,,,left_only
14,47,163.41,2.12,59.75,0.03,545.16,0.0,,,,,,,,,,,,,,,left_only
14,48,134.28,2.83,45.15,0.02,450.78,0.0,,,,,,,,,,,,,,,left_only
14,49,106.2,3.5,30.92,0.03,378.3,0.0,,,,,,,,,,,,,,,left_only
14,50,186.77,3.89,41.09,0.02,509.47,0.0,,,,,,,,,,,,,,,left_only
14,51,192.01,2.14,55.44,0.03,552.71,0.0,,,,,,,,,,,,,,,left_only
14,52,162.32,3.14,35.41,0.03,447.87,0.0,,,,,,,,,,,,,,,left_only
14,53,124.55,3.17,43.78,0.02,442.70000000000005,0.0,,,,,,,,,,,,,,,left_only
14,54,189.99,2.97,55.98,0.02,564.14,0.0,,,,,,,,,,,,,,,left_only
14,55,119.7,2.67,45.52,0.03,444.05,0.0,,,,,,,,,,,,,,,left_only
14,56,159.53,2.84,39.49,0.02,447.98,0.0,,,,,,,,,,,,,,,left_only
14,57,130.21,3.83,40.74,0.04,469.66,0.0,,,,,,,,,,,,,,,left_only
14,58,111.16,3.9,45.3,0.03,465.15999999999997,0.0,,,,,,,,,,,,,,,left_only
14,59,162.93,3.15,54.3,0.03,543.1800000000001,0.0,,,,,,,,,,,,,,,left_only
14,60,115.87,2.55,42.81,0.03,423.67,0.0,,,,,,,,,,,,,,,left_only
14,61,167.1,3.59,48.18,0.04,537.75,0.0,,,,,,,,,,,,,,,left_only
14,62,123.88,3.74,55.92,0.03,526.98,0.0,,,,,,,,,,,,,,,left_only
14,63,116.99,3.98,40.65,0.03,449.74,0.0,,,,,,,,,,,,,,,left_only
14,64,100.65,2.22,38.47,0.03,378.5,0.0,,,,,,,,,,,,,,,left_only
14,65,135.74,3.54,50.42,0.04,516.34,0.0,,,,,,,,,,,,,,,left_only
14,66,197.14,2.45,53.35,0.03,555.14,0.0,,,,,,,,,,,,,,,left_only
14,67,127.45,2.65,31.82,0.02,372.79999999999995,0.0,,,,,,,,,,,,,,,left_only
14,68,127.54,2.26,48.52,0.03,456.64,0.0,,,,,,,,,,,,,,,left_only
14,69,156.18,3.86,37.23,0.04,478.83,0.0,,,,,,,,,,,,,,,left_only
14,70,176.24,3.2,31.83,0.02,435.39,0.0,,,,,,,,,,,,,,,left_only
14,71,127.24,3.84,36.51,0.02,425.78999999999996,0.0,,,,,,,,,,,,,,,left_only
14,72,130.49,2.97,58.02,0.03,524.84,0.0,,,,,,,,,,,,,,,left_only
14,73,196.82,3.82,48.76,0.02,556.12,0.0,,,,,,,,,,,,,,,left_only
14,74,167.83,2.49,39.02,0.02,445.18000000000006,0.0,,,,,,,,,,,,,,,left_only
14,75,192.12,2.5,45.51,0.03,512.17,0.0,,,,,,,,,,,,,,,left_only
14,76,184.58,2.35,41.94,0.02,473.03,0.0,,,,,,,,,,,,,,,left_only
14,77,157.4,2.36,38.11,0.02,426.95000000000005,0.0,,,,,,,,,,,,,,,left_only
14,78,163.76,2.25,46.59,0.03,482.96000000000004,0.0,,,,,,,,,,,,,,,left_only
14,79,160.76,3.96,40.11,0.02,480.31,0.0,,,,,,,,,,,,,,,left_only
14,80,160.48,3.44,38.83,0.03,470.63,0.0,,,,,,,,,,,,,,,left_only
14,81,121.14,3.92,45.27,0.03,475.49,0.0,,,,,,,,,,,,,,,left_only
14,82,185.63,3.67,40.89,0.02,501.83,0.0,,,,,,,,,,,,,,,left_only
14,83,138.23,3.63,34.17,0.02,419.83000000000004,0.0,,,,,,,,,,,,,,,left_only
14,84,135.97,3.79,34.75,0.02,424.47,0.0,,,,,,,,,,,,,,,left_only
14,85,115.41,2.52,56.99,0.03,493.36,0.0,,,,,,,,,,,,,,,left_only
14,86,139.29,3.77,40.19,0.04,474.49,0.0,,,,,,,,,,,,,,,left_only
14,87,125.38,2.69,39.49,0.04,430.08000000000004,0.0,,,,,,,,,,,,,,,left_only
14,88,139.89,3.69,36.1,0.02,432.64,0.0,,,,,,,,,,,,,,,left_only
14,89,128.93,3.14,35.77,0.04,426.28000000000003,0.0,,,,,,,,,,,,,,,left_only
14,90,125.52,2.54,40.67,0.04,432.37,0.0,,,,,,,,,,,,,,,left_only
14,91,131.81,2.63,58.47,0.03,519.9100000000001,0.0,,,,,,,,,,,,,,,left_only
14,92,176.11,3.57,33.93,0.03,465.01,0.0,,,,,,,,,,,,,,,left_only
14,93,152.3,3.39,52.72,0.02,520.6500000000001,0.0,,,,,,,,,,,,,,,left_only
14,94,172.09,2.79,38.02,0.03,461.94000000000005,0.0,,,,,,,,,,,,,,,left_only
14,95,193.82,2.4,53.65,0.04,562.0699999999999,0.0,,,,,,,,,,,,,,,left_only
14,96,182.45,3.9,48.43,0.02,542.1,0.0,,,,,,,,,,,,,,,left_only
14,97,149.13,3.25,55.98,0.04,550.28,0.0,,,,,,,,,,,,,,,left_only
14,98,187.65,3.18,42.22,0.02,498.25,0.0,,,,,,,,,,,,,,,left_only
14,99,185.65,3.41,45.96,0.03,530.7,0.0,,,,,,,,,,,,,,,left_only
15,0,191.11,2.26,53.62,0.02,535.71,0.0,,,,,,,,,,,,,,,left_only
15,1,154.25,2.35,56.97,0.03,527.85,0.0,,,,,,,,,,,,,,,left_only
15,2,126.01,2.81,50.01,0.02,466.30999999999995,0.0,,,,,,,,,,,,,,,left_only
15,3,118.51,3.01,45.39,0.04,460.71,0.0,,,,,,,,,,,,,,,left_only
15,4,192.92,3.42,36.01,0.04,498.4699999999999,0.0,,,,,,,,,,,,,,,left_only
15,5,137.79,2.27,59.32,0.03,521.14,0.0,,,,,,,,,,,,,,,left_only
15,6,176.13,2.9,47.58,0.02,506.53,0.0,,,,,,,,,,,,,,,left_only
15,7,199.15,3.81,51.52,0.03,582.0,0.0,,,,,,,,,,,,,,,left_only
15,8,163.16,2.66,39.25,0.04,465.90999999999997,0.0,,,,,,,,,,,,,,,left_only
15,9,170.52,2.71,38.65,0.02,451.52,0.0,,,,,,,,,,,,,,,left_only
